issue_id,source_group_id,revision,title,creator,year,date,repository,source_url,status
sim_good-housekeeping_good-housekeeping_1896-01_22_1,good-housekeeping-early,rev2,Good Housekeeping 1896-01: Vol 22 Iss 1,,1896,1896-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896-01_22_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1896-02_22_2,good-housekeeping-early,rev2,Good Housekeeping 1896-02: Vol 22 Iss 2,,1896,1896-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896-02_22_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1896-06_22_6,good-housekeeping-early,rev2,Good Housekeeping 1896-06: Vol 22 Iss 6,,1896,1896-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896-06_22_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1896-11_23_5,good-housekeeping-early,rev2,Good Housekeeping 1896-11: Vol 23 Iss 5,,1896,1896-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896-11_23_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1896-09_23_3,good-housekeeping-early,rev2,Good Housekeeping 1896-09: Vol 23 Iss 3,,1896,1896-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896-09_23_3,issue_candidate
goodhousekeepin05unkngoog,good-housekeeping-early,rev2,Good housekeeping,,1896,1896-01-01T00:00:00Z,Internet Archive,https://archive.org/details/goodhousekeepin05unkngoog,issue_candidate
sim_good-housekeeping_good-housekeeping_1896-04_22_4,good-housekeeping-early,rev2,Good Housekeeping 1896-04: Vol 22 Iss 4,,1896,1896-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896-04_22_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1896-07_23_1,good-housekeeping-early,rev2,Good Housekeeping 1896-07: Vol 23 Iss 1,,1896,1896-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896-07_23_1,issue_candidate
sim_good-housekeeping_good-housekeeping_1896-08_23_2,good-housekeeping-early,rev2,Good Housekeeping 1896-08: Vol 23 Iss 2,,1896,1896-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896-08_23_2,issue_candidate
sim_good-housekeeping_good-housekeeping_1896-10_23_4,good-housekeeping-early,rev2,Good Housekeeping 1896-10: Vol 23 Iss 4,,1896,1896-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896-10_23_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1896-12_23_6,good-housekeeping-early,rev2,Good Housekeeping 1896-12: Vol 23 Iss 6,,1896,1896-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896-12_23_6,issue_candidate
sim_good-housekeeping_good-housekeeping_1896_22_index,good-housekeeping-early,rev2,Good Housekeeping 1896: Vol 22 Index,,1896,1896-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896_22_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1896-03_22_3,good-housekeeping-early,rev2,Good Housekeeping 1896-03: Vol 22 Iss 3,,1896,1896-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896-03_22_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1896-05_22_5,good-housekeeping-early,rev2,Good Housekeeping 1896-05: Vol 22 Iss 5,,1896,1896-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896-05_22_5,issue_candidate
sim_good-housekeeping_good-housekeeping_1896_23_index,good-housekeeping-early,rev2,Good Housekeeping 1896: Vol 23 Index,,1896,1896-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1896_23_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1897_25_index,good-housekeeping-early,rev2,Good Housekeeping 1897: Vol 25 Index,,1897,1897-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1897_25_index,issue_candidate
sim_good-housekeeping_good-housekeeping_1897-09_25_3,good-housekeeping-early,rev2,Good Housekeeping 1897-09: Vol 25 Iss 3,,1897,1897-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1897-09_25_3,issue_candidate
sim_good-housekeeping_good-housekeeping_1897-10_25_4,good-housekeeping-early,rev2,Good Housekeeping 1897-10: Vol 25 Iss 4,,1897,1897-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1897-10_25_4,issue_candidate
sim_good-housekeeping_good-housekeeping_1897-03_24_3,good-housekeeping-early,rev2,Good Housekeeping 1897-03: Vol 24 Iss 3,,1897,1897-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_good-housekeeping_good-housekeeping_1897-03_24_3,issue_candidate
sim_ladies-home-journal_1884-08_1_9,ladies-home-journal-early,rev2,The Ladies' Home Journal 1884-08: Vol 1 Iss 9,,1884,1884-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1884-08_1_9,issue_candidate
sim_ladies-home-journal_1884-11_1_12,ladies-home-journal-early,rev2,The Ladies' Home Journal 1884-11: Vol 1 Iss 12,,1884,1884-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1884-11_1_12,issue_candidate
sim_ladies-home-journal_1884_1_supplement,ladies-home-journal-early,rev2,The Ladies' Home Journal 1884: Vol 1 Supplement,,1884,1884-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1884_1_supplement,issue_candidate
sim_ladies-home-journal_1884-02_1_3,ladies-home-journal-early,rev2,The Ladies' Home Journal 1884-02: Vol 1 Iss 3,,1884,1884-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1884-02_1_3,issue_candidate
sim_ladies-home-journal_1884-04_1_5,ladies-home-journal-early,rev2,The Ladies' Home Journal 1884-04: Vol 1 Iss 5,,1884,1884-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1884-04_1_5,issue_candidate
sim_ladies-home-journal_1884-09_1_10,ladies-home-journal-early,rev2,The Ladies' Home Journal 1884-09: Vol 1 Iss 10,,1884,1884-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1884-09_1_10,issue_candidate
sim_ladies-home-journal_1884-12_2_1,ladies-home-journal-early,rev2,The Ladies' Home Journal 1884-12: Vol 2 Iss 1,,1884,1884-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1884-12_2_1,issue_candidate
sim_ladies-home-journal_1884-10_1_11,ladies-home-journal-early,rev2,The Ladies' Home Journal 1884-10: Vol 1 Iss 11,,1884,1884-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1884-10_1_11,issue_candidate
sim_ladies-home-journal_1884-06_1_7,ladies-home-journal-early,rev2,The Ladies' Home Journal 1884-06: Vol 1 Iss 7,,1884,1884-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1884-06_1_7,issue_candidate
sim_ladies-home-journal_1884-05_1_6,ladies-home-journal-early,rev2,The Ladies' Home Journal 1884-05: Vol 1 Iss 6,,1884,1884-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1884-05_1_6,issue_candidate
sim_ladies-home-journal_1884-03_1_4,ladies-home-journal-early,rev2,The Ladies' Home Journal 1884-03: Vol 1 Iss 4,,1884,1884-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1884-03_1_4,issue_candidate
sim_ladies-home-journal_1884-01_1_2,ladies-home-journal-early,rev2,The Ladies' Home Journal 1884-01: Vol 1 Iss 2,,1884,1884-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1884-01_1_2,issue_candidate
sim_ladies-home-journal_1884-07_1_8,ladies-home-journal-early,rev2,The Ladies' Home Journal 1884-07: Vol 1 Iss 8,,1884,1884-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1884-07_1_8,issue_candidate
sim_ladies-home-journal_1885-03_2_4,ladies-home-journal-early,rev2,The Ladies' Home Journal 1885-03: Vol 2 Iss 4,,1885,1885-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1885-03_2_4,issue_candidate
sim_ladies-home-journal_1885-01_2_2,ladies-home-journal-early,rev2,The Ladies' Home Journal 1885-01: Vol 2 Iss 2,,1885,1885-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1885-01_2_2,issue_candidate
Sq8atVUnLrIC,ladies-home-journal-early,rev2,The Ladies Home Journal October 1885 to November 1885,Meredith Corporation,1885,1885-10-01T00:00:00Z,Internet Archive,https://archive.org/details/Sq8atVUnLrIC,issue_candidate
sim_ladies-home-journal_1885-02_2_3,ladies-home-journal-early,rev2,The Ladies' Home Journal 1885-02: Vol 2 Iss 3,,1885,1885-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1885-02_2_3,issue_candidate
dqkiAQAAMAAJ,ladies-home-journal-early,rev2,The Ladies Home Journal December 1885-November 1887,Meredith Corporation,1885,1885-12-01T00:00:00Z,Internet Archive,https://archive.org/details/dqkiAQAAMAAJ,issue_candidate
sim_ladies-home-journal_1885-10_2_11,ladies-home-journal-early,rev2,The Ladies' Home Journal 1885-10: Vol 2 Iss 11,,1885,1885-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1885-10_2_11,issue_candidate
sim_ladies-home-journal_1885-09_2_10,ladies-home-journal-early,rev2,The Ladies' Home Journal 1885-09: Vol 2 Iss 10,,1885,1885-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1885-09_2_10,issue_candidate
sim_ladies-home-journal_1885-11_2_12,ladies-home-journal-early,rev2,The Ladies' Home Journal 1885-11: Vol 2 Iss 12,,1885,1885-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1885-11_2_12,issue_candidate
sim_ladies-home-journal_1885-05_2_6,ladies-home-journal-early,rev2,The Ladies' Home Journal 1885-05: Vol 2 Iss 6,,1885,1885-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1885-05_2_6,issue_candidate
sim_ladies-home-journal_1885-06_2_7,ladies-home-journal-early,rev2,The Ladies' Home Journal 1885-06: Vol 2 Iss 7,,1885,1885-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1885-06_2_7,issue_candidate
sim_ladies-home-journal_1885-12_3_1,ladies-home-journal-early,rev2,The Ladies' Home Journal 1885-12: Vol 3 Iss 1,,1885,1885-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1885-12_3_1,issue_candidate
sim_ladies-home-journal_1885-07_2_8,ladies-home-journal-early,rev2,The Ladies' Home Journal 1885-07: Vol 2 Iss 8,,1885,1885-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1885-07_2_8,issue_candidate
sim_ladies-home-journal_1885-08_2_9,ladies-home-journal-early,rev2,The Ladies' Home Journal 1885-08: Vol 2 Iss 9,,1885,1885-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1885-08_2_9,issue_candidate
sim_ladies-home-journal_1885-04_2_5,ladies-home-journal-early,rev2,The Ladies' Home Journal 1885-04: Vol 2 Iss 5,,1885,1885-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1885-04_2_5,issue_candidate
sim_ladies-home-journal_1886-04_3_5,ladies-home-journal-early,rev2,The Ladies' Home Journal 1886-04: Vol 3 Iss 5,,1886,1886-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1886-04_3_5,issue_candidate
sim_ladies-home-journal_1886-02_3_3,ladies-home-journal-early,rev2,The Ladies' Home Journal 1886-02: Vol 3 Iss 3,,1886,1886-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1886-02_3_3,issue_candidate
sim_ladies-home-journal_1886-03_3_4,ladies-home-journal-early,rev2,The Ladies' Home Journal 1886-03: Vol 3 Iss 4,,1886,1886-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1886-03_3_4,issue_candidate
sim_ladies-home-journal_1886-05_3_6,ladies-home-journal-early,rev2,The Ladies' Home Journal 1886-05: Vol 3 Iss 6,,1886,1886-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1886-05_3_6,issue_candidate
brushstudies01clar,ladies-home-journal-early,rev2,Brush studies,"Clarkson, Lida",1886,1886-01-01T00:00:00Z,Internet Archive,https://archive.org/details/brushstudies01clar,issue_candidate
sim_ladies-home-journal_1886-10_3_11,ladies-home-journal-early,rev2,The Ladies' Home Journal 1886-10: Vol 3 Iss 11,,1886,1886-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1886-10_3_11,issue_candidate
sim_ladies-home-journal_1886-11_3_12,ladies-home-journal-early,rev2,The Ladies' Home Journal 1886-11: Vol 3 Iss 12,,1886,1886-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1886-11_3_12,issue_candidate
sim_ladies-home-journal_1886-09_3_10,ladies-home-journal-early,rev2,The Ladies' Home Journal 1886-09: Vol 3 Iss 10,,1886,1886-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1886-09_3_10,issue_candidate
sim_ladies-home-journal_1886-12_4_1,ladies-home-journal-early,rev2,The Ladies' Home Journal 1886-12: Vol 4 Iss 1,,1886,1886-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1886-12_4_1,issue_candidate
sim_ladies-home-journal_1886-08_3_9,ladies-home-journal-early,rev2,The Ladies' Home Journal 1886-08: Vol 3 Iss 9,,1886,1886-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1886-08_3_9,issue_candidate
sim_ladies-home-journal_1886-07_3_8,ladies-home-journal-early,rev2,The Ladies' Home Journal 1886-07: Vol 3 Iss 8,,1886,1886-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1886-07_3_8,issue_candidate
sim_ladies-home-journal_1886-01_3_2,ladies-home-journal-early,rev2,The Ladies' Home Journal 1886-01: Vol 3 Iss 2,,1886,1886-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1886-01_3_2,issue_candidate
sim_ladies-home-journal_1886-06_3_7,ladies-home-journal-early,rev2,The Ladies' Home Journal 1886-06: Vol 3 Iss 7,,1886,1886-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1886-06_3_7,issue_candidate
sim_ladies-home-journal_1887-10_4_11,ladies-home-journal-early,rev2,The Ladies' Home Journal 1887-10: Vol 4 Iss 11,,1887,1887-10-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1887-10_4_11,issue_candidate
sim_ladies-home-journal_1887-07_4_8,ladies-home-journal-early,rev2,The Ladies' Home Journal 1887-07: Vol 4 Iss 8,,1887,1887-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1887-07_4_8,issue_candidate
yakiAQAAMAAJ,ladies-home-journal-early,rev2,Ladies Home Journal December 1887-November 1889,Meredith Corportation,1887,1887-12-02T00:00:00Z,Internet Archive,https://archive.org/details/yakiAQAAMAAJ,issue_candidate
sim_ladies-home-journal_1887-01_4_2,ladies-home-journal-early,rev2,The Ladies' Home Journal 1887-01: Vol 4 Iss 2,,1887,1887-01-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1887-01_4_2,issue_candidate
sim_ladies-home-journal_1887-03_4_4,ladies-home-journal-early,rev2,The Ladies' Home Journal 1887-03: Vol 4 Iss 4,,1887,1887-03-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1887-03_4_4,issue_candidate
sim_ladies-home-journal_1887-11_4_12,ladies-home-journal-early,rev2,The Ladies' Home Journal 1887-11: Vol 4 Iss 12,,1887,1887-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1887-11_4_12,issue_candidate
musicalstudiesat00harv,ladies-home-journal-early,rev2,Musical studies at home,"Harvey, Margaret B",1887,1887-01-01T00:00:00Z,Internet Archive,https://archive.org/details/musicalstudiesat00harv,issue_candidate
sim_ladies-home-journal_1887-08_4_9,ladies-home-journal-early,rev2,The Ladies' Home Journal 1887-08: Vol 4 Iss 9,,1887,1887-08-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1887-08_4_9,issue_candidate
sim_ladies-home-journal_1887-09_4_10,ladies-home-journal-early,rev2,The Ladies' Home Journal 1887-09: Vol 4 Iss 10,,1887,1887-09-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1887-09_4_10,issue_candidate
sim_ladies-home-journal_1887-06_4_7,ladies-home-journal-early,rev2,The Ladies' Home Journal 1887-06: Vol 4 Iss 7,,1887,1887-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1887-06_4_7,issue_candidate
sim_ladies-home-journal_1887-05_4_6,ladies-home-journal-early,rev2,The Ladies' Home Journal 1887-05: Vol 4 Iss 6,,1887,1887-05-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1887-05_4_6,issue_candidate
sim_ladies-home-journal_1887-12_5_1,ladies-home-journal-early,rev2,The Ladies' Home Journal 1887-12: Vol 5 Iss 1,,1887,1887-12-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1887-12_5_1,issue_candidate
sim_ladies-home-journal_1887-02_4_3,ladies-home-journal-early,rev2,The Ladies' Home Journal 1887-02: Vol 4 Iss 3,,1887,1887-02-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1887-02_4_3,issue_candidate
sim_ladies-home-journal_1887-04_4_5,ladies-home-journal-early,rev2,The Ladies' Home Journal 1887-04: Vol 4 Iss 5,,1887,1887-04-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1887-04_4_5,issue_candidate
sim_ladies-home-journal_1888-11_5_12,ladies-home-journal-early,rev2,The Ladies' Home Journal 1888-11: Vol 5 Iss 12,,1888,1888-11-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1888-11_5_12,issue_candidate
sim_ladies-home-journal_1888-06_5_7,ladies-home-journal-early,rev2,The Ladies' Home Journal 1888-06: Vol 5 Iss 7,,1888,1888-06-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1888-06_5_7,issue_candidate
sim_ladies-home-journal_1888-07_5_8,ladies-home-journal-early,rev2,The Ladies' Home Journal 1888-07: Vol 5 Iss 8,,1888,1888-07-01T00:00:00Z,Internet Archive,https://archive.org/details/sim_ladies-home-journal_1888-07_5_8,issue_candidate
